x0,x1,x2,x3,x4,x5,x6,x7,y,y_pred
46.03834704,-0.470368346,-23.46349034,0.8558984340000001,-4.820726856,-14.58649708,-6.171650707,-1.427955862,-1,-1.0
3.219691875,13.40289946,22.61448684,1.260855815,1.202941464,5.956261388,5.714045406,-6.460417064,-1,1.0
29.67213873,-36.80727068,118.0262241,-0.9211240340000001,-5.7904746529999995,-4.692113502,13.67890637,-5.7893900160000005,0,-1.0
1.4392393,45.7200027,68.50040082,1.514429302,-6.135461521,16.52910527,7.9577326610000005,3.092947544,0,0.0
10.62302733,-58.43856671,-77.94356906,0.20571488899999998,31.36129389,8.68170343,1.026938614,8.241599147999999,0,0.0
10.83467946,53.88698709,49.64115086,-0.467229846,-20.09653313,14.22323162,10.10797194,-8.328704638,3,0.0
11.23433726,26.55437799,-9.910228257,-3.355201398,6.991391452,-8.028475778999999,2.562552803,-5.604520001,0,-0.0
12.83861922,24.06792269,15.81301568,-2.162511013,-17.36197552,9.169879266,2.214951216,-6.237475684,0,1.0
28.88387672,26.71343653,73.37714191,-0.21616147300000002,-32.18454538,10.31096104,-20.0056823,0.573867703,0,0.0
14.37519008,-39.13162876,64.44171621,-0.346367314,9.878385319,28.05881662,2.001056524,3.172738583,-2,-1.0
10.74376494,14.06354386,-17.31966515,-1.135470456,7.6312608289999995,-4.2019954330000004,-3.2949824189999997,1.267426068,1,0.0
16.37771246,-107.001029,37.72167215,-1.2023471079999999,7.562342373,-1.4121713340000002,1.230385771,2.13240712,0,0.0
-6.544383258,43.28396502,-13.73253524,-0.42990333399999997,1.095550128,20.773746399999997,14.59114783,1.5543468059999999,1,-1.0
-2.3519508559999998,5.646134478,34.73230151,2.5042911869999998,16.1049605,-22.54710802,6.724943422999999,-1.1662251909999999,0,1.0
2.7848077589999995,13.16577931,33.67928126,-0.058330720999999995,-2.193589921,-15.59866465,9.351607235,-2.247007735,-1,1.0
-13.98771142,-33.35240591,23.69220065,2.316469466,0.275736703,-17.37138568,-0.588006835,-1.058591557,0,0.0
5.934470817999999,-1.7147843369999998,30.46237249,2.156373234,1.250610411,26.36012954,0.63606987,2.421734989,-2,0.0
-17.92355676,92.63927648,65.30194194,1.687932319,-15.49493757,-3.602037305,-10.68482597,6.916205504,0,1.0
13.40247235,-0.6138175570000001,18.3718802,-0.061943344000000004,4.9134697880000004,-23.11849187,2.572467854,1.097182063,-1,0.0
7.0179018410000005,2.440626326,-14.24715609,2.593836121,6.72658788,-10.31156746,-2.801854154,3.74054503,-2,0.0
-24.05456046,1.406992125,-22.49608533,2.312214383,34.23172527,5.29222906,17.53099308,1.867276549,1,0.0
0.42714850200000004,33.82524964,-12.32124344,1.8182969009999999,-2.972830262,-29.50760305,13.88553541,-2.675823311,0,0.0
25.53409469,39.33383848,-61.19059729,0.69849803,-9.448906841,-20.7821198,-3.264025645,-7.2810867539999995,-1,0.0
-14.38775841,64.34006005,7.408573532,0.423796502,8.65911719,-8.711206204,24.47570491,3.737364954,1,-0.0
-7.283417557000001,-2.2032410540000003,32.67672255,1.993499378,15.30999639,4.065235086,-10.01514909,4.099313489,0,-1.0
1.6650063000000002,40.85857941,21.09450437,-3.329155954,-0.9213336190000001,10.79399974,4.5689085060000005,-2.1697065419999997,1,1.0
-0.353788648,-8.592497867999999,-116.9125548,-0.675032292,17.26004409,0.576399559,5.181460816,-8.832368537,-1,-2.0
13.08759296,-22.73538545,-25.28087097,0.05964648,41.35585357,6.064292225,-12.68793934,1.459447161,1,-0.0
