x0,x1,x2,x3,x4,x5,x6,x7,y
0.198559609,74.42531955,67.62774491,-3.095111408,-6.822326893,19.04807079,-0.362378195,-10.69917384,1
-29.66262139,24.32071146,-48.20518167,1.430338956,-6.552206168,4.26307424,6.551412181,4.265483034,2
15.4937593,-66.16045899,50.51290346,-2.265792354,14.42857773,2.509323113,-6.70753641,3.820842218,1
-19.83765138,33.21094331,53.40556318,1.079462451,11.36425055,-1.064581461,9.30885735,9.266076408,0
11.89665462,-26.71787176,-17.75817594,1.69201712,21.55353664,-5.852097356,-0.857434929,-2.1869402,-1
20.25177141,11.50143109,-1.440099698,-2.557572054,6.187961823,29.35049326,-11.08142579,-5.345357908,2
21.71345885,-12.84688543,18.71989185,-3.280356011,-18.53950468,-11.32474341,-3.25862617,-5.020542772,-1
19.07518,-39.96635633,-8.455558717,-0.916628313,25.26538551,-23.35636115,-0.171326427,-2.730192546,0
12.79157882,12.79049522,11.86147346,-1.710228064,3.239088654,21.4710392,8.55924961,-2.960076082,0
25.89480603,-9.771018741,-6.367208417,1.585515563,13.8545497,-7.555361297,7.303615549,0.322354874,-1
31.00833281,-80.31957008,-26.20740203,-2.305301216,-5.183068327,-22.49652859,-30.44322588,4.244064925,1
-26.68609394,0.597804385,82.51062098,0.628069289,19.83084049,5.981384867,0.705940403,9.207688676,0
12.66561795,-56.45174635,-21.27912323,1.397829358,-6.418015286,-11.96087827,4.576799922,15.16810233,-2
-22.39584203,24.81440878,-8.663398265,0.165531426,2.718122639,19.70786331,1.86098159,-1.070138577,-1
-29.10733627,-0.518108404,-33.98320719,3.202282932,33.55927454,-0.419010232,4.580630779,-23.8717105,-2
-13.22955433,23.60665721,33.68562363,0.762556947,0.158210876,2.468963972,-1.624173218,-3.286913764,1
-9.989110841,-42.84684223,12.86913429,1.395642895,-9.287080946,1.842367803,-6.529349858,-2.23059409,1
20.03398614,-9.128423097,-48.89000655,0.816740476,22.22480873,-8.716927084,-1.237385777,0.278104511,-1
7.503362256,25.85237453,80.21162477,-1.286957537,-15.14446191,28.07899044,-7.849508778,5.448390251,1
14.69463527,-35.72174784,-28.21592911,3.980774941,-0.785938115,-5.38444544,-4.848241584,-4.296733159,-2
6.787312461,-7.832941472,-3.469516198,0.052673059,-2.441593959,-3.940854584,13.92828858,8.532004499,-1
-0.107519428,3.251073628,-30.95903479,-0.281440305,-15.39565413,-16.44420976,2.412769308,-11.04958415,1
20.65049423,-70.16015784,-21.07831125,-1.816251579,4.017930965,23.79240587,8.268956401,0.140282609,1
16.77419442,-35.42553925,32.45663519,-1.768301815,-11.86731187,-26.86767172,5.454293874,0.543185863,-1
11.0993882,-20.69202657,-21.04994965,0.6020635,-17.98385438,-16.75245255,0.822961206,9.631408131,-1
16.10215912,-38.98596329,-27.23083107,0.326758524,9.698297712,-29.25917342,4.03135615,-8.511547329,-1
14.19577857,-44.04175546,11.00213396,0.32676228,-15.2668205,27.72083225,2.440365233,9.234675911,1
24.87597925,72.5251438,3.335671517,-1.21811663,-19.55444586,-18.68984535,-13.98383371,-1.560761465,1
5.32130445,18.42424077,-7.413003366,0.925077213,3.526441454,25.46878039,12.91994059,-17.82816349,-1
-8.951716187,-23.51399864,57.44740725,-0.514515919,9.862414129,23.18196897,-2.092862511,6.199890861,0
-20.18937006,21.12452625,-22.34203457,-1.568163299,19.366843,16.37480799,10.88263033,3.154437894,0
-3.734580709,-33.38767316,-34.218847,1.304035524,-15.97880878,-8.914903221,-9.975191377,12.45912505,1
2.733996691,-60.03724211,3.768064376,-3.315441097,-27.22246381,-1.068916158,-7.710970137,-8.549642241,-1
4.326427274,-34.96765949,-21.24602138,2.906419243,-15.99266546,10.1113438,5.390137824,-6.654582061,-1
28.70331855,-78.88946739,46.76401159,-0.563489776,-4.630728557,2.871446922,4.172084354,-1.828381666,0
-1.288095817,0.43799392,16.74311795,1.244280905,-0.375885587,-9.2314578,2.019914471,5.368453011,-1
12.39587355,-64.53729527,-74.17380835,-2.043959188,14.52053161,-10.38900721,0.635011568,2.51744115,2
-0.76194379,-16.95661213,7.946863099,-2.425076493,-1.084112586,12.28988492,-14.61553247,3.58756641,0
